Tanggal,Beras Medium,Beras Premium,Beras Khusus,Kedelai Lokal,Kedelai Impor,Cabai Merah Keriting,Cabai Merah Besar,Cabai Rawit Merah,Cabai Rawit Hijau,Bawang Merah,Gula Pasir Curah,Gula Pasir Kemasan,Minyak Goreng Sawit Curah,Minyak Goreng Sawit Kemasan Premium,Minyakita,Tepung Terigu,Daging Ayam Ras,Telur Ayam Ras,Daging Sapi Paha Belakang,Daging Sapi Paha Depan,Daging Sapi Sandung Lamur,Daging Sapi Tetelan,Daging Kerbau Impor Beku,Daging Sapi Impor Beku,Ikan Bandeng,Ikan Kembung,Ikan Tongkol,Ikan Teri,Jagung Lokal Pipilan,Mie Instan,Bawang Putih Honan,Bawang Putih Kating,Bawang Bombai,Garam Halus,Susu Kental Manis,Susu Bubuk,Susu Bubuk Balita,Tempe Bungkus,Tahu Putih,Udang Basah,Pisang Lokal,Jeruk Lokal,Tomat,Kentang Sedang,Sawi Hijau,Kangkung,Ketimun Sedang,Kacang Panjang,Ketela Pohon,Daging Ayam Kampung,Telur Ayam Kampung,Kacang Tanah,Kacang Hijau
2025-04-29,13653.0,15350.0,17588.0,14292.0,14018.0,50058.0,46149.0,54576.0,37719.0,42542.0,18187.0,19082.0,17971.0,20856.0,17193.0,12191.0,33775.0,28253.0,132608.0,130928.0,98654.0,78762.0,104889.0,109302.0,36036.0,40066.0,35680.0,94934.0,13254.0,3190.0,42875.0,45723.0,38624.0,11143.0,13709.0,51310.0,45032.0,14632.0,11718.0,75005.0,14251.0,21041.0,14007.0,17756.0,12205.0,9362.0,8899.0,10643.0,8843.0,76130.0,53790.0,29667.0,25192.0
2025-04-30,13650.0,15358.0,17532.0,14303.0,14005.0,49685.0,45683.0,53643.0,37438.0,42147.0,18188.0,19083.0,17975.0,20854.0,17179.0,12188.0,33804.0,28293.0,132605.0,130911.0,98598.0,78746.0,104889.0,109298.0,36044.0,40056.0,35689.0,94957.0,13254.0,3190.0,42666.0,45440.0,38539.0,11143.0,13708.0,51305.0,45036.0,14635.0,11719.0,74728.0,14284.0,21026.0,13976.0,17710.0,12122.0,9357.0,8893.0,10651.0,8858.0,75988.0,53811.0,29697.0,25248.0
2025-05-02,13654.0,15357.0,17532.0,14300.0,13993.0,48644.0,45347.0,52158.0,37335.0,41568.0,18175.0,19080.0,17919.0,20846.0,17183.0,12191.0,33712.0,28317.0,132610.0,130956.0,98482.0,78578.0,104889.0,109390.0,36005.0,39993.0,35436.0,94554.0,13254.0,3190.0,42527.0,45530.0,38545.0,11146.0,13709.0,51296.0,45028.0,14613.0,11695.0,74865.0,14300.0,21154.0,13843.0,17603.0,12119.0,9369.0,8858.0,10655.0,9018.0,76004.0,53785.0,29757.0,25240.0
2025-05-05,13653.0,15351.0,17532.0,14312.0,14002.0,47353.0,44449.0,49765.0,37050.0,41271.0,18180.0,19083.0,17916.0,20841.0,17183.0,12192.0,33721.0,28299.0,132606.0,130936.0,98578.0,78408.0,105444.0,110123.0,35998.0,40151.0,35216.0,94426.0,13491.0,3192.0,42229.0,45429.0,38678.0,11138.0,13715.0,51203.0,45166.0,14619.0,11684.0,74972.0,14280.0,21253.0,14067.0,17547.0,12142.0,9381.0,8962.0,10660.0,8874.0,75909.0,53644.0,29786.0,25256.0
2025-05-06,13653.0,15333.0,17643.0,14317.0,14001.0,47060.0,44237.0,49028.0,36832.0,41111.0,18166.0,19088.0,17922.0,20842.0,17165.0,12195.0,33812.0,28307.0,132485.0,130851.0,98617.0,78584.0,104333.0,110132.0,36050.0,40268.0,35247.0,94970.0,13491.0,3192.0,42099.0,45274.0,39013.0,11129.0,13709.0,51290.0,45264.0,14611.0,11715.0,75069.0,14269.0,21108.0,14110.0,17549.0,12139.0,9364.0,9011.0,10632.0,8924.0,75920.0,53655.0,29802.0,25278.0
2025-05-07,13663.0,15337.0,17532.0,14286.0,13979.0,46506.0,43242.0,47741.0,36424.0,40970.0,18159.0,19079.0,17892.0,20846.0,17113.0,12192.0,33854.0,28261.0,132487.0,130874.0,98488.0,78540.0,104333.0,110453.0,36193.0,40196.0,35173.0,95142.0,13491.0,3192.0,41999.0,45125.0,39139.0,11109.0,13710.0,51287.0,45165.0,14615.0,11700.0,74981.0,14273.0,21084.0,14210.0,17532.0,12080.0,9284.0,8974.0,10597.0,8934.0,76035.0,53484.0,29804.0,25340.0
2025-05-08,13663.0,15333.0,17532.0,14286.0,13975.0,45894.0,42786.0,46910.0,35978.0,40667.0,18149.0,19075.0,17871.0,20847.0,17111.0,12188.0,33984.0,28256.0,132476.0,130930.0,98486.0,78600.0,105444.0,110453.0,36151.0,40065.0,35287.0,95147.0,13546.0,3190.0,41888.0,45036.0,39074.0,11116.0,13710.0,51289.0,45160.0,14616.0,11700.0,74951.0,14280.0,21109.0,14240.0,17545.0,12091.0,9282.0,9015.0,10564.0,8849.0,76018.0,53387.0,29778.0,25385.0
2025-05-09,13645.0,15320.0,17532.0,14281.0,13998.0,45346.0,42151.0,45811.0,35911.0,40605.0,18150.0,19080.0,17888.0,20858.0,17115.0,12185.0,34118.0,28253.0,132450.0,130754.0,99344.0,78715.0,105444.0,110386.0,36273.0,40120.0,35285.0,95125.0,13546.0,3190.0,41854.0,44915.0,39054.0,11117.0,13707.0,51294.0,45161.0,14614.0,11700.0,74998.0,14259.0,21130.0,14301.0,17538.0,12033.0,9337.0,9024.0,10564.0,8853.0,76055.0,53551.0,29735.0,25327.0
2025-05-14,13645.0,15323.0,17532.0,14355.0,13999.0,42619.0,39848.0,43378.0,35392.0,40183.0,18145.0,19082.0,17855.0,20875.0,17143.0,12180.0,34368.0,28207.0,132417.0,130689.0,99267.0,78393.0,105444.0,110417.0,36098.0,40200.0,35141.0,95311.0,13546.0,3191.0,41499.0,44691.0,39104.0,11113.0,13710.0,51286.0,45189.0,14612.0,11709.0,75140.0,14261.0,21196.0,14806.0,17443.0,11998.0,9236.0,9548.0,10607.0,9044.0,75990.0,53478.0,29647.0,25393.0
2025-05-15,13648.0,15329.0,17532.0,14369.0,13976.0,41870.0,39478.0,42186.0,35037.0,40014.0,18137.0,19068.0,17871.0,20874.0,17136.0,12175.0,34333.0,28192.0,132490.0,130846.0,99131.0,78289.0,105444.0,108277.0,35925.0,40334.0,35278.0,94406.0,13578.0,3193.0,41331.0,44430.0,39102.0,11138.0,13722.0,51271.0,45186.0,14624.0,11747.0,75105.0,14226.0,21017.0,15011.0,17457.0,12014.0,9227.0,9685.0,10631.0,9036.0,75459.0,53386.0,29644.0,25379.0
2025-05-16,13646.0,15318.0,17539.0,14404.0,13991.0,41465.0,39183.0,42335.0,35039.0,39953.0,18136.0,19077.0,17874.0,20870.0,17140.0,12177.0,34344.0,28192.0,132296.0,130811.0,98712.0,78157.0,105444.0,110348.0,35946.0,40262.0,35439.0,95255.0,13491.0,3191.0,41206.0,44478.0,39011.0,11102.0,13709.0,51286.0,45152.0,14616.0,11717.0,75136.0,14252.0,21097.0,14994.0,17397.0,12037.0,9212.0,9833.0,10671.0,8844.0,75853.0,53427.0,29663.0,25397.0
2025-05-19,13663.0,15330.0,17539.0,14418.0,13996.0,40496.0,38350.0,40625.0,34023.0,39309.0,18126.0,19067.0,17817.0,20842.0,17088.0,12180.0,34332.0,28134.0,132298.0,130631.0,98729.0,78276.0,105444.0,110372.0,35949.0,40444.0,35400.0,95245.0,13481.0,3191.0,40953.0,44043.0,39035.0,11107.0,13716.0,51280.0,45165.0,14621.0,11730.0,75026.0,14256.0,21125.0,15374.0,17404.0,12065.0,9284.0,10213.0,10887.0,8820.0,75737.0,53441.0,29687.0,25379.0
2025-05-20,13660.0,15335.0,17539.0,14438.0,13993.0,40152.0,38261.0,40267.0,33665.0,39063.0,18128.0,19070.0,17795.0,20840.0,17074.0,12174.0,34294.0,28128.0,132113.0,130633.0,98740.0,78346.0,105444.0,110372.0,35892.0,40369.0,35482.0,95216.0,13481.0,3192.0,40799.0,43874.0,39237.0,11134.0,13716.0,51280.0,45137.0,14632.0,11730.0,75011.0,14256.0,21208.0,15449.0,17406.0,12137.0,9251.0,10317.0,10971.0,9139.0,75929.0,53389.0,29719.0,25444.0
2025-05-21,13661.0,15318.0,17539.0,14436.0,13966.0,39647.0,37727.0,39868.0,33337.0,38925.0,18126.0,19070.0,17799.0,20843.0,17067.0,12165.0,34189.0,28073.0,131919.0,130573.0,98740.0,78225.0,105444.0,110333.0,35930.0,40803.0,35496.0,95025.0,13447.0,3191.0,40654.0,43588.0,39243.0,11134.0,13716.0,51280.0,45127.0,14629.0,11732.0,74941.0,14255.0,21166.0,15495.0,17395.0,12191.0,9211.0,10492.0,11041.0,9141.0,75937.0,53390.0,29736.0,25478.0
2025-05-22,13639.0,15358.0,17540.0,14423.0,13973.0,39063.0,37724.0,39389.0,33579.0,38612.0,18121.0,19067.0,17805.0,20856.0,17041.0,12161.0,34121.0,28048.0,131995.0,130560.0,98767.0,78192.0,105444.0,111514.0,35931.0,40741.0,35417.0,95128.0,13433.0,3193.0,40469.0,43377.0,39278.0,11126.0,13715.0,51277.0,45152.0,14631.0,11723.0,74904.0,14227.0,21142.0,15445.0,17400.0,12198.0,9205.0,10563.0,11065.0,8851.0,75923.0,53388.0,29690.0,25484.0
2025-05-23,13645.0,15362.0,17540.0,14418.0,13981.0,38679.0,37521.0,39009.0,33441.0,38393.0,18113.0,19057.0,17797.0,20860.0,17044.0,12166.0,34093.0,28044.0,131994.0,130561.0,98778.0,78162.0,105444.0,111528.0,35955.0,40663.0,35372.0,95185.0,13433.0,3192.0,40345.0,43362.0,39243.0,11128.0,13716.0,51277.0,45151.0,14623.0,11715.0,75083.0,14220.0,21131.0,15510.0,17435.0,12182.0,9170.0,10616.0,11157.0,8845.0,75926.0,53428.0,29675.0,25434.0
2025-05-26,13654.0,15351.0,17540.0,14424.0,13983.0,37208.0,37221.0,38039.0,33050.0,37931.0,18110.0,19053.0,17800.0,20976.0,17049.0,12163.0,33862.0,27978.0,131955.0,130435.0,98692.0,78161.0,105444.0,111450.0,35848.0,39996.0,35230.0,95317.0,13248.0,3192.0,39840.0,43084.0,39808.0,11110.0,13713.0,51248.0,45129.0,14632.0,11689.0,74903.0,14228.0,21102.0,15546.0,17398.0,12304.0,9200.0,10918.0,11499.0,8859.0,76049.0,53227.0,29715.0,25518.0
2025-05-27,13656.0,15341.0,17529.0,14370.0,13988.0,36762.0,37190.0,37643.0,32802.0,37550.0,18107.0,19042.0,17762.0,20981.0,17062.0,12151.0,33796.0,27950.0,131702.0,130335.0,98815.0,78328.0,105444.0,110594.0,35858.0,40028.0,35221.0,95012.0,13259.0,3191.0,39577.0,42955.0,39925.0,11123.0,13712.0,51312.0,45158.0,14619.0,11705.0,74949.0,14179.0,21085.0,15507.0,17318.0,12329.0,9180.0,10947.0,11659.0,8871.0,76104.0,53234.0,29735.0,25562.0
2025-05-28,13671.0,15352.0,17529.0,14390.0,13996.0,36924.0,37110.0,38089.0,32900.0,37413.0,18104.0,19048.0,17778.0,20946.0,17039.0,12170.0,33910.0,27950.0,131776.0,130416.0,98801.0,78413.0,105444.0,110668.0,35931.0,40037.0,35022.0,94905.0,13262.0,3192.0,39497.0,42781.0,39971.0,11131.0,13711.0,51233.0,45151.0,14580.0,11667.0,75104.0,14235.0,21051.0,15573.0,17417.0,12445.0,9185.0,11167.0,11774.0,8859.0,76050.0,53235.0,29726.0,25554.0
2025-06-02,13670.0,15363.0,17531.0,14412.0,14060.0,37524.0,38688.0,41485.0,34955.0,37947.0,18090.0,19049.0,17752.0,20938.0,16967.0,12165.0,34304.0,28025.0,131849.0,130493.0,99096.0,78344.0,105444.0,110920.0,35687.0,40307.0,35002.0,94955.0,13252.0,3193.0,38899.0,42192.0,39733.0,11120.0,13693.0,51111.0,45167.0,14531.0,11671.0,75239.0,14219.0,20851.0,15525.0,17368.0,12533.0,9194.0,11002.0,11876.0,8872.0,75958.0,53287.0,29649.0,25501.0
2025-06-03,13674.0,15358.0,17524.0,14399.0,14060.0,37695.0,39585.0,43215.0,35657.0,38084.0,18081.0,19051.0,17757.0,20935.0,16986.0,12162.0,34492.0,28139.0,131835.0,130421.0,99302.0,78358.0,105444.0,110920.0,35749.0,39815.0,34956.0,95387.0,13257.0,3192.0,38663.0,42177.0,39658.0,11124.0,13694.0,51049.0,45167.0,14530.0,11681.0,75226.0,14222.0,20812.0,15552.0,17327.0,12502.0,9214.0,10944.0,11937.0,8870.0,75982.0,53300.0,29654.0,25520.0
2025-06-04,13688.0,15375.0,17524.0,14395.0,14098.0,38753.0,40721.0,44767.0,36526.0,38437.0,18080.0,19044.0,17733.0,20936.0,16953.0,12150.0,34743.0,28185.0,132152.0,130633.0,99457.0,78705.0,105444.0,111075.0,35927.0,40035.0,35075.0,95383.0,13257.0,3192.0,38643.0,42177.0,39772.0,11117.0,13698.0,51049.0,45168.0,14547.0,11672.0,75386.0,14281.0,20883.0,15602.0,17379.0,12438.0,9192.0,10965.0,12051.0,8911.0,75888.0,53114.0,29650.0,25565.0
2025-06-05,13699.0,15384.0,17524.0,14396.0,14081.0,39469.0,41930.0,45337.0,37326.0,38546.0,18068.0,19046.0,17720.0,20941.0,16956.0,12144.0,35116.0,28301.0,133439.0,131635.0,100731.0,79104.0,106833.0,111767.0,35997.0,40022.0,35272.0,95636.0,13257.0,3195.0,38360.0,42079.0,39824.0,11112.0,13709.0,51050.0,45164.0,14550.0,11674.0,75574.0,14286.0,20905.0,15799.0,17463.0,12497.0,9258.0,10977.0,12182.0,8893.0,76427.0,53067.0,29811.0,25649.0
2025-06-10,13712.0,15379.0,17524.0,14378.0,14053.0,38172.0,41501.0,46207.0,37814.0,38674.0,18056.0,19051.0,17695.0,20934.0,16975.0,12154.0,34888.0,28350.0,132368.0,130909.0,100063.0,78525.0,105722.0,110720.0,36120.0,40261.0,35283.0,95346.0,14424.0,3195.0,38092.0,41943.0,40157.0,11122.0,13703.0,51052.0,45171.0,14546.0,11673.0,75516.0,14219.0,20696.0,15536.0,17428.0,12418.0,9250.0,10548.0,11890.0,8907.0,76043.0,53060.0,29804.0,25586.0
2025-06-11,13724.0,15382.0,17524.0,14341.0,14058.0,37272.0,41024.0,45880.0,38248.0,38768.0,18053.0,19049.0,17672.0,20967.0,16971.0,12146.0,34845.0,28322.0,132199.0,130790.0,99722.0,78281.0,105722.0,110724.0,35814.0,40290.0,35299.0,95350.0,13146.0,3189.0,38040.0,41821.0,40140.0,11105.0,13702.0,51051.0,45141.0,14524.0,11658.0,75191.0,14217.0,20552.0,15496.0,17341.0,12325.0,9266.0,10370.0,11806.0,8910.0,75313.0,53091.0,29789.0,25658.0
2025-06-12,13724.0,15383.0,17524.0,14377.0,14075.0,36555.0,40616.0,45517.0,38324.0,39329.0,18051.0,19038.0,17669.0,20969.0,16967.0,12147.0,34725.0,28297.0,132133.0,130765.0,99502.0,78091.0,105630.0,110463.0,35868.0,40358.0,35394.0,95335.0,13146.0,3190.0,37952.0,41723.0,40178.0,11101.0,13703.0,51050.0,45080.0,14524.0,11652.0,75226.0,14203.0,20561.0,15416.0,17314.0,12252.0,9254.0,10154.0,11752.0,8909.0,75149.0,53041.0,29792.0,25696.0
2025-06-13,13719.0,15381.0,17524.0,14370.0,14078.0,35618.0,40073.0,45481.0,38131.0,40008.0,18047.0,19034.0,17647.0,20977.0,16959.0,12140.0,34641.0,28273.0,131953.0,130613.0,99230.0,77902.0,105630.0,110481.0,35828.0,40252.0,35385.0,95308.0,13137.0,3189.0,37801.0,41801.0,40151.0,11049.0,13703.0,51089.0,45052.0,14508.0,11636.0,75150.0,14236.0,20638.0,15407.0,17307.0,12210.0,9228.0,10094.0,11770.0,8916.0,75060.0,52975.0,29797.0,25701.0
2025-06-16,13744.0,15399.0,17674.0,14349.0,14056.0,34986.0,38578.0,47833.0,37835.0,41529.0,18032.0,19036.0,17630.0,20989.0,16977.0,12143.0,34417.0,28281.0,131903.0,130680.0,99945.0,77469.0,105630.0,110499.0,35854.0,40441.0,35505.0,95322.0,13201.0,3190.0,37617.0,41859.0,40429.0,11057.0,13704.0,51080.0,45135.0,14519.0,11668.0,75072.0,14163.0,20253.0,15671.0,17289.0,12141.0,9252.0,9818.0,11711.0,8903.0,74744.0,53380.0,29760.0,25724.0
2025-06-17,13760.0,15420.0,17674.0,14344.0,14072.0,34930.0,38381.0,48332.0,38024.0,41731.0,18033.0,19043.0,17615.0,20997.0,16968.0,12156.0,34326.0,28283.0,131912.0,130626.0,97609.0,77763.0,105630.0,110499.0,35789.0,40618.0,35542.0,95380.0,10201.0,3191.0,37507.0,41860.0,40503.0,11063.0,13707.0,51082.0,45110.0,14488.0,11658.0,75252.0,14184.0,20319.0,15746.0,17314.0,12137.0,9253.0,9765.0,11691.0,8909.0,75019.0,53462.0,29786.0,25718.0
2025-06-18,13768.0,15419.0,17674.0,14345.0,14072.0,34421.0,37665.0,49263.0,37715.0,42202.0,18029.0,19035.0,17613.0,20981.0,16970.0,12137.0,34315.0,28265.0,131883.0,130572.0,99003.0,77736.0,105630.0,110493.0,35719.0,40584.0,35393.0,95266.0,10201.0,3190.0,37563.0,41761.0,40730.0,11055.0,13707.0,51082.0,45165.0,14503.0,11641.0,75320.0,14202.0,20388.0,15801.0,17336.0,12114.0,9267.0,9608.0,11591.0,8910.0,74961.0,53445.0,29781.0,25743.0
2025-06-19,13770.0,15425.0,17618.0,14338.0,14065.0,34365.0,36921.0,51037.0,37975.0,42570.0,18016.0,19041.0,17607.0,20992.0,16973.0,12242.0,34212.0,28312.0,131812.0,130466.0,98915.0,77682.0,105630.0,110293.0,35909.0,40612.0,35499.0,95352.0,10200.0,3189.0,37421.0,41752.0,40853.0,11053.0,13707.0,51082.0,45169.0,14508.0,11634.0,75249.0,14192.0,20367.0,16119.0,17334.0,12113.0,9268.0,9577.0,11586.0,8919.0,74880.0,53543.0,29778.0,25738.0
2025-06-20,13769.0,15435.0,17618.0,14335.0,14062.0,36770.0,37543.0,55286.0,39863.0,42907.0,18012.0,19040.0,17605.0,20994.0,16919.0,12307.0,34304.0,28374.0,131833.0,130540.0,97518.0,77700.0,105630.0,110620.0,35785.0,40570.0,35311.0,95333.0,10200.0,3190.0,37306.0,41739.0,40964.0,11084.0,13706.0,51082.0,45177.0,14512.0,11632.0,75250.0,14187.0,20394.0,16635.0,17398.0,12144.0,9225.0,9616.0,11637.0,8919.0,74932.0,53500.0,29778.0,25738.0
2025-06-23,13776.0,15435.0,17636.0,14284.0,14034.0,38045.0,38977.0,56844.0,40883.0,42944.0,17992.0,19035.0,17605.0,20987.0,16928.0,12487.0,34450.0,28560.0,131707.0,130485.0,97499.0,77668.0,105630.0,110662.0,36031.0,40160.0,35067.0,94716.0,10124.0,3191.0,37209.0,41486.0,41146.0,11058.0,13704.0,51083.0,45188.0,14485.0,11630.0,74977.0,14162.0,20421.0,17529.0,17549.0,12064.0,9247.0,9509.0,11695.0,8923.0,74898.0,53560.0,29759.0,25777.0
2025-06-24,13787.0,15451.0,17636.0,14300.0,14051.0,37478.0,38847.0,56863.0,40506.0,42936.0,17990.0,19026.0,17614.0,20980.0,16930.0,12511.0,34534.0,28602.0,131588.0,130376.0,97479.0,77832.0,105630.0,110624.0,35762.0,40510.0,35046.0,94716.0,10200.0,3190.0,37137.0,41243.0,41414.0,11064.0,13701.0,51055.0,45155.0,14469.0,11622.0,74975.0,14179.0,20439.0,17663.0,17561.0,12026.0,9252.0,9399.0,11679.0,8925.0,74950.0,53550.0,29741.0,25776.0
2025-06-25,13793.0,15455.0,17636.0,14314.0,14051.0,36479.0,37861.0,56384.0,40074.0,42668.0,17978.0,19025.0,17609.0,20979.0,16928.0,12514.0,34520.0,28605.0,131593.0,130305.0,99329.0,77877.0,105630.0,110651.0,35876.0,40489.0,35060.0,94725.0,10200.0,3190.0,37118.0,41304.0,41705.0,11065.0,13701.0,51041.0,45084.0,14456.0,11628.0,74974.0,14175.0,20434.0,17815.0,17502.0,12039.0,9233.0,9302.0,11659.0,8925.0,74929.0,53553.0,29746.0,25792.0
2025-06-26,13793.0,15458.0,17636.0,14311.0,14027.0,35512.0,37034.0,55780.0,39086.0,42386.0,17968.0,19014.0,17596.0,20981.0,16925.0,12510.0,34526.0,28576.0,131486.0,130144.0,98731.0,77797.0,105630.0,110630.0,35878.0,40458.0,35035.0,94569.0,10200.0,3191.0,37037.0,41264.0,41775.0,11058.0,13697.0,51078.0,45084.0,14453.0,11595.0,75014.0,14180.0,20346.0,17966.0,17473.0,12033.0,9212.0,9209.0,11686.0,8927.0,74884.0,53489.0,29746.0,25799.0
2025-06-30,13798.0,15466.0,17729.0,14324.0,14059.0,35942.0,36589.0,57246.0,39157.0,42328.0,17966.0,19009.0,17631.0,20991.0,16924.0,12502.0,34541.0,28570.0,131485.0,130285.0,99405.0,77800.0,105630.0,110630.0,35838.0,40510.0,35107.0,94618.0,10200.0,3191.0,36946.0,41068.0,41892.0,11078.0,13682.0,51070.0,45084.0,14449.0,11614.0,75101.0,14192.0,20310.0,18468.0,17457.0,11990.0,9188.0,9211.0,11588.0,8925.0,74757.0,53548.0,29721.0,25787.0
2025-07-01,13806.0,15467.0,17732.0,14307.0,14040.0,36339.0,36482.0,59288.0,39408.0,42076.0,17964.0,19005.0,17593.0,20986.0,16906.0,12497.0,34550.0,28517.0,131421.0,130300.0,99565.0,77890.0,105630.0,110626.0,35903.0,40326.0,35071.0,95538.0,10200.0,3196.0,36861.0,40972.0,41557.0,11060.0,13699.0,51020.0,45053.0,14476.0,11601.0,74979.0,14170.0,20253.0,19425.0,17495.0,11962.0,9169.0,9146.0,11586.0,8921.0,74695.0,53529.0,29759.0,25751.0
2025-07-02,13818.0,15479.0,17734.0,14307.0,14029.0,35677.0,36281.0,58998.0,38713.0,41935.0,17959.0,19007.0,17624.0,20995.0,16907.0,12490.0,34575.0,28541.0,131436.0,130295.0,99559.0,77954.0,105630.0,110626.0,35919.0,40322.0,35099.0,95274.0,13214.0,3195.0,36755.0,40896.0,41472.0,11060.0,13699.0,51009.0,45055.0,14488.0,11599.0,75036.0,14165.0,20173.0,19697.0,17417.0,11962.0,9172.0,9103.0,11514.0,8923.0,74803.0,53529.0,29731.0,25733.0
2025-07-03,13828.0,15486.0,17734.0,14301.0,14037.0,35918.0,36239.0,59657.0,38846.0,41985.0,17938.0,19006.0,17623.0,21003.0,16894.0,12486.0,34649.0,28569.0,131432.0,130244.0,99421.0,77957.0,105630.0,109671.0,36074.0,40446.0,35348.0,95183.0,10214.0,3198.0,36686.0,40860.0,41400.0,11058.0,13690.0,51012.0,45054.0,14488.0,11598.0,75027.0,14171.0,20301.0,19917.0,17460.0,11968.0,9185.0,9077.0,11408.0,8927.0,74767.0,53512.0,29726.0,25740.0
2025-07-04,13838.0,15490.0,17756.0,14301.0,14038.0,36345.0,36431.0,60194.0,38922.0,42171.0,17932.0,19003.0,17606.0,21020.0,16837.0,12484.0,34646.0,28598.0,131397.0,130306.0,99235.0,77932.0,105630.0,110626.0,36223.0,40456.0,35345.0,95012.0,10214.0,3198.0,36689.0,40831.0,41636.0,11057.0,13690.0,51014.0,45072.0,14486.0,11599.0,74976.0,14184.0,20283.0,20360.0,17418.0,11909.0,9196.0,9078.0,11365.0,8927.0,74769.0,53528.0,29711.0,25740.0
2025-07-07,13872.0,15516.0,17759.0,14300.0,14018.0,37349.0,37463.0,61731.0,39805.0,42247.0,17932.0,19004.0,17594.0,21027.0,16875.0,12444.0,34639.0,28762.0,131482.0,130382.0,99526.0,77070.0,105630.0,110630.0,35996.0,40575.0,35249.0,95249.0,10269.0,3198.0,36479.0,40863.0,41479.0,11058.0,13690.0,51049.0,45077.0,14485.0,11599.0,75257.0,14110.0,20531.0,21104.0,17475.0,11774.0,9224.0,9024.0,11307.0,8916.0,74610.0,53508.0,29686.0,25711.0
2025-07-08,13894.0,15529.0,17759.0,14300.0,14015.0,37569.0,37794.0,62503.0,40189.0,42322.0,17933.0,19026.0,17591.0,20990.0,16839.0,12488.0,34695.0,28785.0,131492.0,130292.0,99372.0,77058.0,105630.0,106648.0,36055.0,40566.0,35114.0,95203.0,10269.0,3198.0,36446.0,40965.0,41663.0,11058.0,13691.0,51049.0,45076.0,14490.0,11598.0,75340.0,14112.0,20543.0,21320.0,17486.0,11755.0,9230.0,9007.0,11327.0,8910.0,74690.0,53714.0,29686.0,25761.0
2025-07-09,13895.0,15536.0,17759.0,14294.0,14019.0,37453.0,38203.0,63189.0,40471.0,42520.0,17921.0,19015.0,17599.0,20995.0,16849.0,12493.0,34763.0,28854.0,131504.0,130316.0,99172.0,77084.0,105630.0,110700.0,35991.0,40496.0,35181.0,95188.0,10269.0,3198.0,36520.0,41010.0,41644.0,11034.0,13703.0,51096.0,45078.0,14501.0,11608.0,75650.0,14108.0,20517.0,21279.0,17550.0,11719.0,9233.0,8935.0,11306.0,8910.0,75256.0,53698.0,29705.0,25771.0
2025-07-10,13918.0,15539.0,17759.0,14308.0,14081.0,37681.0,38097.0,63203.0,40584.0,42691.0,17918.0,19012.0,17610.0,20998.0,16838.0,12490.0,34803.0,28881.0,131496.0,130316.0,99156.0,77086.0,105630.0,110700.0,35991.0,40559.0,35334.0,95243.0,10269.0,3198.0,36503.0,40968.0,41505.0,11041.0,13703.0,51096.0,45083.0,14499.0,11600.0,75591.0,14118.0,20529.0,21217.0,17516.0,11735.0,9253.0,8987.0,11320.0,8901.0,75256.0,53694.0,29715.0,25778.0
2025-07-11,13923.0,15546.0,17759.0,14302.0,14134.0,37981.0,38355.0,62973.0,40660.0,42774.0,17917.0,19009.0,17610.0,20994.0,16850.0,12491.0,34800.0,28872.0,131508.0,130305.0,98930.0,77040.0,105630.0,110700.0,36055.0,40883.0,35364.0,95260.0,10269.0,3198.0,36567.0,41045.0,41589.0,11041.0,13703.0,51104.0,45080.0,14505.0,11606.0,75601.0,14123.0,20532.0,21239.0,17547.0,11717.0,9239.0,8985.0,11330.0,8901.0,75262.0,53713.0,29720.0,25785.0
2025-07-14,13959.0,15580.0,17761.0,14302.0,14087.0,39227.0,39497.0,63620.0,41923.0,43792.0,17900.0,19008.0,17613.0,20990.0,16855.0,12490.0,34953.0,28927.0,131542.0,130325.0,99158.0,77046.0,105630.0,110700.0,36206.0,40884.0,35726.0,95644.0,10269.0,3198.0,36661.0,41125.0,41500.0,11041.0,13703.0,51104.0,45087.0,14506.0,11604.0,75637.0,14138.0,20378.0,21361.0,17520.0,11770.0,9284.0,9008.0,11344.0,8900.0,75291.0,53652.0,29764.0,25827.0
2025-07-15,13971.0,15581.0,17761.0,14316.0,14108.0,39391.0,39544.0,63577.0,42333.0,44144.0,17902.0,19013.0,17614.0,21004.0,16831.0,12488.0,34964.0,28941.0,131399.0,130264.0,99157.0,76808.0,105630.0,110700.0,36184.0,40915.0,35717.0,95611.0,10269.0,3198.0,36634.0,41104.0,41405.0,11060.0,13703.0,51100.0,45087.0,14488.0,11599.0,75341.0,14149.0,20390.0,21321.0,17501.0,11701.0,9301.0,9020.0,11319.0,8896.0,75365.0,53683.0,29733.0,25851.0
2025-07-16,13982.0,15583.0,17761.0,14312.0,14066.0,39253.0,39486.0,63390.0,42442.0,44420.0,17897.0,19013.0,17613.0,21007.0,16807.0,12487.0,34970.0,28953.0,131293.0,130258.0,99132.0,76810.0,105630.0,110846.0,36354.0,40932.0,35793.0,96037.0,10269.0,3199.0,36612.0,41092.0,41331.0,11060.0,13709.0,51070.0,45083.0,14492.0,11601.0,75472.0,14146.0,20392.0,21250.0,17495.0,11694.0,9314.0,9040.0,11329.0,8896.0,75362.0,53677.0,29624.0,25845.0
